order_id,customer_id,order_date,ship_date,delivery_date,channel,payment_method,shipping_cost,discount_amount,status,city,state,country,orphaned_order,order_year,order_month,order_dow
75812,1624.0,,,,Mobile App,Apple Pay,24.89,0.0,Processing,Harperside,TX,US,0,,,
75813,6913.0,2024-04-15,2024-04-16,2024-04-22,Mobile App,Apple Pay,0.22,7.05,Completed,Shafferview,VA,US,0,2024.0,2024-04,Monday
75814,797.0,2024-04-23,2024-04-25,2024-04-29,Wholesale,Cash,18.03,31.93,Completed,Hughesburgh,WA,US,0,2024.0,2024-04,Tuesday
75815,5382.0,2022-11-22,2022-11-26,2022-12-06,Wholesale,Cash,15.34,11.39,Shipped,North Kathleen,AZ,US,0,2022.0,2022-11,Tuesday
75816,6641.0,2023-02-19,2023-02-24,2023-03-01,Wholesale,PayPal,6.93,24.79,Completed,Port Nicole,TN,US,0,2023.0,2023-02,Sunday
75817,3348.0,2024-06-06,2024-06-09,2024-06-13,In-Store,PayPal,6.33,0.0,Completed,Martineztown,VA,US,0,2024.0,2024-06,Thursday
75818,486.0,2022-01-30,2022-02-01,2022-02-07,Mobile App,Credit Card,11.05,86.11,Completed,Lake Greggbury,NJ,US,0,2022.0,2022-01,Sunday
75819,691.0,2023-05-27,,,Wholesale,Credit Card,18.39,14.63,Cancelled,North Jasonmouth,PA,US,0,2023.0,2023-05,Saturday
75820,2862.0,2023-07-31,2023-08-04,2023-08-09,In-Store,PayPal,22.6,80.5,Completed,Kentport,MI,US,0,2023.0,2023-07,Monday
75821,7569.0,2023-03-22,2023-03-25,2023-03-29,Wholesale,Apple Pay,4.08,8.6,Completed,Donnahaven,IN,US,0,2023.0,2023-03,Wednesday
75822,2493.0,2023-03-27,2023-03-31,2023-04-04,In-Store,BNPL,13.52,0.0,Completed,Jillhaven,TX,US,0,2023.0,2023-03,Monday
75823,1780.0,2024-05-17,2024-05-24,2024-05-29,Wholesale,Gift Card,20.46,0.0,Completed,Wyattside,NY,US,0,2024.0,2024-05,Friday
75824,1400.0,2023-01-19,,,Wholesale,Credit Card,6.24,0.13,Shipped,West Philipfort,OH,US,0,2023.0,2023-01,Thursday
75825,246.0,2024-07-31,2024-08-04,2024-08-13,In-Store,BNPL,10.36,135.19,Completed,Stewartfurt,GA,US,0,2024.0,2024-07,Wednesday
75826,7869.0,2024-09-19,2024-09-22,2024-09-27,Mobile App,Apple Pay,1.78,0.0,Completed,Port Ronniebury,NY,US,0,2024.0,2024-09,Thursday
75827,6516.0,2024-05-08,2024-05-15,2024-05-24,Social Commerce,Debit Card,19.88,0.0,Completed,Cohenstad,OH,US,0,2024.0,2024-05,Wednesday
75828,2431.0,2022-10-08,2022-10-09,2022-10-15,In-Store,Apple Pay,17.75,0.0,Completed,Jordanmouth,MO,US,0,2022.0,2022-10,Saturday
75829,3508.0,2024-04-02,2024-04-08,2024-04-18,Mobile App,Credit Card,8.67,75.96,Shipped,Ronaldville,IL,US,0,2024.0,2024-04,Tuesday
75830,2069.0,2023-04-23,,,Wholesale,Cash,2.58,0.0,Shipped,Port Danstad,PA,US,0,2023.0,2023-04,Sunday
75831,7522.0,2022-08-04,2022-08-09,2022-08-13,Social Commerce,Credit Card,1.51,0.0,Shipped,Lake Meagan,IL,US,0,2022.0,2022-08,Thursday
75832,3080.0,2024-11-15,2024-11-19,2024-11-27,Social Commerce,PayPal,3.75,69.25,Shipped,Whitneyberg,GA,US,0,2024.0,2024-11,Friday
75833,3985.0,2023-03-15,2023-03-18,2023-03-24,In-Store,Debit Card,6.93,0.0,Shipped,Suzannemouth,WA,US,0,2023.0,2023-03,Wednesday
75834,8126.0,2022-03-15,,,In-Store,Credit Card,23.48,0.0,Processing,Christophershire,TN,US,0,2022.0,2022-03,Tuesday
75835,4877.0,2023-02-06,2023-02-08,2023-02-18,Mobile App,Gift Card,10.54,91.39,Completed,North Jerryside,VA,US,0,2023.0,2023-02,Monday
75836,869.0,2024-07-19,2024-07-21,2024-07-29,Wholesale,Gift Card,17.74,19.45,Completed,South Robert,FL,US,0,2024.0,2024-07,Friday
75837,9724.0,2022-10-13,2022-10-14,2022-10-23,Social Commerce,Gift Card,15.99,0.0,Completed,Petersmouth,MI,US,0,2022.0,2022-10,Thursday
75838,3498.0,2023-01-11,2023-01-13,2023-01-17,Wholesale,Credit Card,17.55,0.0,Completed,Kimmouth,MI,US,0,2023.0,2023-01,Wednesday
75839,9901.0,2022-01-26,2022-02-02,2022-02-12,Wholesale,PayPal,16.21,11.49,Completed,Morrisfort,NY,US,0,2022.0,2022-01,Wednesday
75840,6679.0,2024-12-30,2025-01-02,2025-01-10,Mobile App,Credit Card,17.18,94.87,Shipped,New Michael,NY,US,0,2024.0,2024-12,Monday
75841,5793.0,2022-12-14,2022-12-21,2022-12-26,Mobile App,Apple Pay,18.01,0.0,Completed,New James,MA,US,0,2022.0,2022-12,Wednesday
75842,977.0,2023-03-06,2023-03-13,2023-03-16,Online,BNPL,9.76,0.0,Shipped,Murphyborough,NY,US,0,2023.0,2023-03,Monday
75843,3598.0,2023-04-26,2023-04-30,2023-05-04,Social Commerce,Cash,11.31,0.0,Completed,East Heathermouth,NC,US,0,2023.0,2023-04,Wednesday
75844,9977.0,2023-01-21,,,Mobile App,Cash,3.7,0.0,Completed,North Annaland,AZ,US,0,2023.0,2023-01,Saturday
75845,2030.0,2023-12-13,2023-12-20,2023-12-28,Online,BNPL,4.82,0.0,Completed,South Briannatown,MA,US,0,2023.0,2023-12,Wednesday
75846,9234.0,2022-02-15,2022-02-18,2022-02-21,In-Store,Credit Card,3.16,25.24,On Hold,New Amber,MD,US,0,2022.0,2022-02,Tuesday
75847,3280.0,2022-03-14,2022-03-17,2022-03-20,In-Store,Credit Card,9.97,0.0,Completed,South Michelle,TN,US,0,2022.0,2022-03,Monday
75848,6581.0,2023-11-16,2023-11-20,2023-11-23,Mobile App,PayPal,14.44,0.0,Processing,East Gina,NJ,US,0,2023.0,2023-11,Thursday
75849,2881.0,2022-10-26,,,Mobile App,BNPL,2.38,23.37,Completed,Ryanmouth,WA,US,0,2022.0,2022-10,Wednesday
75850,9758.0,2024-03-18,,,In-Store,BNPL,23.46,0.0,Completed,Lake Caleb,AZ,US,0,2024.0,2024-03,Monday
75851,5953.0,2023-11-19,,,In-Store,BNPL,10.0,0.0,Completed,West David,MI,US,0,2023.0,2023-11,Sunday
75852,3210.0,2024-04-29,2024-05-06,2024-05-11,Social Commerce,Gift Card,6.87,42.12,Completed,Lewisland,GA,US,0,2024.0,2024-04,Monday
75853,3485.0,2024-02-06,2024-02-12,2024-02-22,Mobile App,Credit Card,17.91,0.0,Shipped,East Michaelachester,VA,US,0,2024.0,2024-02,Tuesday
75854,6824.0,2022-10-08,2022-10-12,2022-10-21,Social Commerce,PayPal,21.75,84.63,Completed,East Michelletown,AZ,US,0,2022.0,2022-10,Saturday
75855,3792.0,2022-06-13,2022-06-19,2022-06-29,Online,Cash,13.45,14.39,Shipped,Clarkshire,FL,US,0,2022.0,2022-06,Monday
75856,6814.0,2022-09-22,,,In-Store,Gift Card,12.44,34.31,Shipped,New Dominique,MD,US,0,2022.0,2022-09,Thursday
75857,5313.0,2023-01-20,2023-01-21,2023-01-31,Online,BNPL,6.78,18.37,Cancelled,Alexview,MO,US,0,2023.0,2023-01,Friday
75858,4620.0,2024-08-24,2024-08-30,2024-09-08,In-Store,Gift Card,7.81,0.0,Completed,North Beverlyburgh,FL,US,0,2024.0,2024-08,Saturday
75859,7217.0,2022-09-06,2022-09-12,2022-09-21,Online,BNPL,3.37,2.47,Completed,East Lauraville,WA,US,0,2022.0,2022-09,Tuesday
75860,8880.0,2023-01-22,2023-01-24,2023-01-28,Wholesale,Cash,4.88,17.73,Shipped,South Jeffreyland,MA,US,0,2023.0,2023-01,Sunday
75861,4387.0,2023-08-03,,,In-Store,Credit Card,16.49,0.0,Completed,West Natashafort,NJ,US,0,2023.0,2023-08,Thursday
75862,7808.0,2023-01-14,2023-01-20,2023-01-24,Wholesale,Cash,8.46,0.0,Completed,Rogerschester,TX,US,0,2023.0,2023-01,Saturday
75863,644.0,2022-08-03,2022-08-10,2022-08-14,Wholesale,PayPal,21.77,107.47,Completed,Mirandamouth,OH,US,0,2022.0,2022-08,Wednesday
75864,6758.0,2024-09-20,2024-09-21,2024-09-30,Online,Gift Card,22.67,0.0,Completed,North Jamesburgh,WI,US,0,2024.0,2024-09,Friday
75865,6312.0,2022-03-10,2022-03-15,2022-03-23,Online,Credit Card,18.2,0.0,Completed,Whitechester,MA,US,0,2022.0,2022-03,Thursday
75866,9455.0,2023-09-21,2023-09-23,2023-10-02,Social Commerce,Credit Card,14.6,0.0,Completed,Angelaport,GA,US,0,2023.0,2023-09,Thursday
75867,7143.0,2022-02-10,2022-02-16,2022-02-24,Wholesale,Gift Card,16.73,41.55,Completed,South Elizabethfurt,GA,US,0,2022.0,2022-02,Thursday
75868,2180.0,2023-03-18,2023-03-23,2023-03-27,Wholesale,Gift Card,17.89,0.0,Completed,Summersville,MD,US,0,2023.0,2023-03,Saturday
75869,7874.0,2023-02-19,2023-02-21,2023-02-26,Social Commerce,Apple Pay,16.97,121.26,Completed,Port Sheila,OH,US,0,2023.0,2023-02,Sunday
75870,7551.0,2023-04-16,2023-04-21,2023-04-24,Mobile App,BNPL,6.03,0.0,Completed,Hansenport,CA,US,0,2023.0,2023-04,Sunday
75871,2563.0,2022-11-05,2022-11-12,2022-11-21,Wholesale,Debit Card,16.18,11.44,Cancelled,New Jillfort,MD,US,0,2022.0,2022-11,Saturday
75872,3851.0,2022-01-10,2022-01-17,,Mobile App,Gift Card,5.88,0.0,Completed,South Amandastad,NC,US,0,2022.0,2022-01,Monday
75873,7162.0,2024-06-04,2024-06-08,2024-06-11,Mobile App,Apple Pay,3.77,0.0,Cancelled,Lake Josephland,MA,US,0,2024.0,2024-06,Tuesday
75874,8453.0,2023-07-17,2023-07-23,2023-07-27,In-Store,Apple Pay,20.4,0.0,Processing,Port Suechester,GA,US,0,2023.0,2023-07,Monday
75875,6659.0,2023-11-27,2023-11-29,2023-12-08,Social Commerce,Apple Pay,2.74,0.0,Refunded,Lake Shawn,TX,US,0,2023.0,2023-11,Monday
75876,867.0,2022-11-20,2022-11-22,2022-12-02,Social Commerce,PayPal,0.05,0.0,Cancelled,New Debraland,PA,US,0,2022.0,2022-11,Sunday
75877,4043.0,2023-04-08,2023-04-14,2023-04-21,Online,BNPL,13.09,0.0,Completed,Port Joelton,TX,US,0,2023.0,2023-04,Saturday
75878,5445.0,2023-12-16,2023-12-21,2023-12-28,Mobile App,Cash,13.48,0.0,Processing,Kingburgh,GA,US,0,2023.0,2023-12,Saturday
75879,26.0,2024-10-01,2024-10-06,2024-10-10,Social Commerce,BNPL,6.0,44.51,Completed,Sawyerville,NJ,US,0,2024.0,2024-10,Tuesday
75880,6363.0,2024-02-07,2024-02-14,2024-02-17,In-Store,Credit Card,19.89,0.0,Cancelled,East Garybury,TX,US,0,2024.0,2024-02,Wednesday
75881,390.0,2023-04-23,2023-04-29,2023-05-06,Online,PayPal,19.2,0.0,Processing,New Katherine,GA,US,0,2023.0,2023-04,Sunday
75882,3874.0,2022-03-04,2022-03-09,2022-03-13,Wholesale,Gift Card,13.83,42.8,Completed,Alishaborough,FL,US,0,2022.0,2022-03,Friday
75883,6523.0,2022-07-19,2022-07-21,2022-07-31,In-Store,BNPL,16.09,0.0,Shipped,Elizabethtown,OH,US,0,2022.0,2022-07,Tuesday
75884,7027.0,2024-08-08,2024-08-14,2024-08-18,Online,Gift Card,11.29,0.0,Processing,South Christina,OH,US,0,2024.0,2024-08,Thursday
75885,3374.0,2022-03-30,2022-03-31,2022-04-03,Wholesale,Apple Pay,17.33,60.09,Completed,Vangborough,IN,US,0,2022.0,2022-03,Wednesday
75886,3265.0,2022-11-28,2022-12-03,2022-12-11,Social Commerce,Gift Card,18.39,0.0,Refunded,Loganside,MI,US,0,2022.0,2022-11,Monday
75887,7411.0,2023-02-25,2023-03-03,2023-03-09,In-Store,Cash,22.85,63.07,Completed,South Frank,NC,US,0,2023.0,2023-02,Saturday
75888,7091.0,2024-11-10,2024-11-11,2024-11-20,Mobile App,BNPL,18.04,23.85,Completed,North Nicholasland,OH,US,0,2024.0,2024-11,Sunday
75889,1690.0,2022-12-07,,,Wholesale,Credit Card,24.15,0.0,Completed,Crystalville,GA,US,0,2022.0,2022-12,Wednesday
75890,86.0,2022-02-14,2022-02-15,2022-02-24,Wholesale,BNPL,5.35,0.0,Completed,Vincentchester,MI,US,0,2022.0,2022-02,Monday
75891,8773.0,2022-11-02,2022-11-05,2022-11-14,Online,Apple Pay,22.7,0.0,Processing,North Danielland,MA,US,0,2022.0,2022-11,Wednesday
75892,6512.0,2024-10-31,2024-11-03,2024-11-07,Social Commerce,Gift Card,20.55,0.0,Completed,Steinview,NY,US,0,2024.0,2024-10,Thursday
75893,8642.0,2022-05-13,2022-05-16,2022-05-26,In-Store,Debit Card,10.01,0.0,Completed,West Brettport,OH,US,0,2022.0,2022-05,Friday
75894,855.0,2023-02-22,2023-02-23,,Online,Cash,8.17,52.37,Shipped,New Denisetown,WA,US,0,2023.0,2023-02,Wednesday
75895,5020.0,2023-12-30,2024-01-03,2024-01-10,In-Store,Debit Card,1.02,0.0,Completed,South Stephen,AZ,US,0,2023.0,2023-12,Saturday
75896,5800.0,2023-11-30,2023-12-01,2023-12-11,Online,BNPL,17.32,0.0,Shipped,Olsonfort,MD,US,0,2023.0,2023-11,Thursday
75897,3333.0,2023-02-08,2023-02-13,2023-02-23,Wholesale,BNPL,0.63,14.86,Shipped,South Christine,NJ,US,0,2023.0,2023-02,Wednesday
75898,6432.0,2024-04-23,,,Online,Apple Pay,19.75,6.74,Completed,Port Billchester,TN,US,0,2024.0,2024-04,Tuesday
75899,3988.0,2023-05-12,2023-05-15,2023-05-24,In-Store,PayPal,15.13,0.0,Completed,Edwardsburgh,NY,US,0,2023.0,2023-05,Friday
75900,4038.0,2024-06-24,2024-06-27,2024-07-03,Mobile App,Cash,2.0,121.89,Shipped,North Theodoreland,IN,US,0,2024.0,2024-06,Monday
75901,2026.0,2022-07-31,2022-08-01,,Social Commerce,Gift Card,18.7,124.51,Completed,Christopherfurt,NC,US,0,2022.0,2022-07,Sunday
75902,1149.0,2022-09-13,2022-09-18,2022-09-28,Mobile App,Debit Card,4.53,0.0,Shipped,Erinside,WA,US,0,2022.0,2022-09,Tuesday
75903,688.0,2023-05-08,2023-05-09,2023-05-18,Social Commerce,Gift Card,6.26,3.35,Completed,Kevinchester,FL,US,0,2023.0,2023-05,Monday
75904,7935.0,2022-08-21,2022-08-25,2022-09-01,Wholesale,BNPL,21.63,0.0,Completed,Pamelaside,WI,US,0,2022.0,2022-08,Sunday
75905,4424.0,2022-03-16,2022-03-22,2022-03-29,Online,Debit Card,20.07,0.0,Processing,Chadville,WA,US,0,2022.0,2022-03,Wednesday
75906,5780.0,2024-08-26,2024-08-28,2024-09-07,Wholesale,Debit Card,12.43,35.91,Completed,Kristyland,IL,US,0,2024.0,2024-08,Monday
75907,3415.0,2023-04-17,2023-04-19,2023-04-25,In-Store,Apple Pay,22.99,0.0,Completed,Vangview,MI,US,0,2023.0,2023-04,Monday
75908,6186.0,2024-12-27,,,Online,PayPal,18.51,1.56,Cancelled,New Jay,TN,US,0,2024.0,2024-12,Friday
75909,6066.0,2023-06-23,2023-06-29,2023-07-09,In-Store,Cash,24.29,0.0,Completed,Jenniferhaven,TN,US,0,2023.0,2023-06,Friday
75910,6709.0,2024-03-01,2024-03-08,2024-03-14,In-Store,BNPL,17.61,0.0,Processing,South Kara,MI,US,0,2024.0,2024-03,Friday
75911,5644.0,2024-04-10,2024-04-16,2024-04-21,Wholesale,PayPal,14.52,0.0,Completed,Fisherport,GA,US,0,2024.0,2024-04,Wednesday
75912,2054.0,2023-07-10,2023-07-17,2023-07-25,Wholesale,Credit Card,5.77,0.0,Completed,Andrewhaven,PA,US,0,2023.0,2023-07,Monday
75913,3443.0,2023-11-27,2023-11-29,,Online,PayPal,24.71,0.0,Processing,Estradaside,MA,US,0,2023.0,2023-11,Monday
75914,4990.0,2023-05-09,2023-05-11,2023-05-15,Online,BNPL,7.88,0.0,Completed,Kimberlyshire,MA,US,0,2023.0,2023-05,Tuesday
75915,1222.0,2024-02-15,2024-02-17,2024-02-21,Wholesale,Debit Card,15.66,97.28,Completed,New Brittanyburgh,NJ,US,0,2024.0,2024-02,Thursday
75916,9914.0,2024-07-05,,,Social Commerce,BNPL,12.92,94.05,Completed,North Shelly,WI,US,0,2024.0,2024-07,Friday
75917,8703.0,2024-03-31,2024-04-02,,In-Store,Credit Card,10.53,0.0,Cancelled,Davidshire,PA,US,0,2024.0,2024-03,Sunday
75918,9837.0,2023-03-13,2023-03-15,2023-03-21,Online,PayPal,24.23,15.68,On Hold,Kevinview,TN,US,0,2023.0,2023-03,Monday
75919,2244.0,2022-10-28,2022-11-01,2022-11-11,Social Commerce,BNPL,23.81,0.0,Completed,Andersonland,IL,US,0,2022.0,2022-10,Friday
75920,2095.0,2024-12-19,2024-12-26,2024-12-31,Mobile App,Apple Pay,19.8,0.0,Processing,North Larryport,TX,US,0,2024.0,2024-12,Thursday
75921,410.0,2022-05-07,2022-05-09,2022-05-14,Mobile App,BNPL,22.81,0.0,Refunded,East Loganburgh,OH,US,0,2022.0,2022-05,Saturday
75922,6590.0,2023-07-14,2023-07-20,,In-Store,Credit Card,23.37,0.0,Cancelled,Weberton,WA,US,0,2023.0,2023-07,Friday
75923,197.0,2023-02-09,2023-02-13,2023-02-22,Mobile App,PayPal,15.07,5.53,Completed,Kevinbury,FL,US,0,2023.0,2023-02,Thursday
75924,4568.0,2022-06-02,,,In-Store,Gift Card,22.1,0.0,Shipped,Gallegosmouth,MD,US,0,2022.0,2022-06,Thursday
75925,7834.0,2022-10-06,2022-10-08,2022-10-15,Social Commerce,Cash,15.73,0.0,Completed,North Leonmouth,IL,US,0,2022.0,2022-10,Thursday
75926,1861.0,2024-01-10,,,In-Store,Apple Pay,19.06,44.28,Completed,Lake Sherri,OH,US,0,2024.0,2024-01,Wednesday
75927,8372.0,2022-11-27,2022-12-04,2022-12-14,Mobile App,Credit Card,14.25,0.0,On Hold,South Robertfort,IN,US,0,2022.0,2022-11,Sunday
75928,825.0,2022-02-23,2022-02-27,2022-03-08,Social Commerce,Gift Card,11.01,5.04,Shipped,Juliefort,GA,US,0,2022.0,2022-02,Wednesday
75929,1024.0,2023-01-16,,,Social Commerce,PayPal,17.74,85.21,Completed,Patrickmouth,IL,US,0,2023.0,2023-01,Monday
75930,6811.0,2024-06-13,2024-06-14,2024-06-20,Social Commerce,Gift Card,17.99,36.94,Refunded,New Daniel,AZ,US,0,2024.0,2024-06,Thursday
75931,1714.0,2023-05-15,2023-05-18,2023-05-23,In-Store,Cash,6.81,85.99,Completed,Cherylton,VA,US,0,2023.0,2023-05,Monday
75932,7265.0,2023-11-21,2023-11-22,2023-11-27,In-Store,Gift Card,4.83,28.71,Completed,Edwardchester,CA,US,0,2023.0,2023-11,Tuesday
75933,8859.0,,2024-12-28,2025-01-02,Mobile App,Apple Pay,13.38,0.0,Completed,Fraziershire,NC,US,0,,,
75934,9536.0,2024-01-16,,,Mobile App,Debit Card,10.75,0.0,Completed,Stephenland,MI,US,0,2024.0,2024-01,Tuesday
75935,926.0,2024-11-29,2024-12-03,2024-12-12,Wholesale,Apple Pay,22.33,0.0,Completed,Danielfort,VA,US,0,2024.0,2024-11,Friday
75936,7622.0,2022-07-02,2022-07-09,2022-07-13,Mobile App,BNPL,1.9,15.93,Completed,North Kaylee,CA,US,0,2022.0,2022-07,Saturday
75937,80.0,2022-10-27,2022-11-01,2022-11-06,Wholesale,BNPL,14.03,0.0,Completed,Port Frankborough,CA,US,0,2022.0,2022-10,Thursday
75938,3791.0,2024-04-02,,,Wholesale,Credit Card,4.22,74.39,Completed,Coxborough,NY,US,0,2024.0,2024-04,Tuesday
75939,4845.0,2022-07-15,2022-07-20,2022-07-26,Online,BNPL,12.36,73.74,Completed,Lanemouth,TN,US,0,2022.0,2022-07,Friday
75940,8602.0,2022-10-22,2022-10-28,2022-11-05,Mobile App,Credit Card,10.46,0.0,Completed,New Davidborough,MD,US,0,2022.0,2022-10,Saturday
75941,731.0,2024-07-11,2024-07-15,2024-07-20,In-Store,Apple Pay,22.48,0.0,Completed,Santosshire,MD,US,0,2024.0,2024-07,Thursday
75942,5000.0,2022-07-22,,,Mobile App,PayPal,2.75,0.0,Shipped,Brownmouth,TN,US,0,2022.0,2022-07,Friday
75943,2624.0,2024-07-31,,,Mobile App,BNPL,4.67,0.0,Completed,Daniellehaven,NC,US,0,2024.0,2024-07,Wednesday
75944,8296.0,2022-04-27,2022-05-02,2022-05-11,Wholesale,Cash,17.16,0.0,Cancelled,Mooneyton,MI,US,0,2022.0,2022-04,Wednesday
75945,4698.0,2024-07-15,2024-07-21,2024-07-25,Online,BNPL,20.8,0.0,Completed,East John,TX,US,0,2024.0,2024-07,Monday
75946,8338.0,2023-07-25,,,Wholesale,Credit Card,2.71,30.29,Completed,South Zachary,WI,US,0,2023.0,2023-07,Tuesday
75947,7410.0,2024-10-18,2024-10-21,2024-10-27,Social Commerce,Credit Card,7.31,59.33,Completed,Joycefurt,NY,US,0,2024.0,2024-10,Friday
75948,847.0,2022-10-31,2022-11-01,2022-11-10,In-Store,Gift Card,17.39,0.0,Completed,Julieside,AZ,US,0,2022.0,2022-10,Monday
75949,2487.0,2024-05-11,2024-05-13,2024-05-23,Mobile App,BNPL,6.52,18.31,Refunded,Raymondfurt,VA,US,0,2024.0,2024-05,Saturday
75950,2229.0,2022-07-03,2022-07-06,2022-07-12,Online,BNPL,1.5,0.0,Completed,Coleville,NC,US,0,2022.0,2022-07,Sunday
75951,7579.0,2023-08-19,2023-08-20,2023-08-28,In-Store,BNPL,8.89,2.21,On Hold,Lake Michaelview,TN,US,0,2023.0,2023-08,Saturday
75952,5329.0,2022-09-04,2022-09-08,2022-09-11,Wholesale,Gift Card,14.72,0.0,On Hold,Andradeville,WI,US,0,2022.0,2022-09,Sunday
75953,2964.0,2024-11-30,2024-12-01,2024-12-11,Social Commerce,Credit Card,8.02,16.74,Completed,West Jacquelineberg,NY,US,0,2024.0,2024-11,Saturday
75954,9925.0,2024-06-07,2024-06-13,2024-06-21,Online,Apple Pay,12.34,51.23,Completed,Stacyfurt,MD,US,0,2024.0,2024-06,Friday
75955,4741.0,2024-03-11,2024-03-15,2024-03-24,Wholesale,BNPL,6.01,0.0,Shipped,Davidfurt,TX,US,0,2024.0,2024-03,Monday
75956,4458.0,2022-07-07,2022-07-09,2022-07-16,Social Commerce,Debit Card,10.47,0.0,Completed,East David,MA,US,0,2022.0,2022-07,Thursday
75957,633.0,2023-07-24,2023-07-26,2023-07-29,In-Store,Apple Pay,12.96,0.0,Completed,Muellerton,IN,US,0,2023.0,2023-07,Monday
75958,4958.0,2023-11-17,2023-11-23,2023-11-28,Mobile App,PayPal,9.09,58.02,Shipped,West Matthew,GA,US,0,2023.0,2023-11,Friday
75959,6144.0,2024-06-24,2024-06-26,2024-07-02,Mobile App,Debit Card,16.47,0.0,Completed,Mitchellstad,NC,US,0,2024.0,2024-06,Monday
75960,6572.0,2023-08-04,2023-08-06,2023-08-14,Online,PayPal,11.89,0.0,Completed,South Jennifer,TN,US,0,2023.0,2023-08,Friday
75961,7531.0,2024-11-13,,,Wholesale,BNPL,19.71,47.6,Completed,Johnsonville,MI,US,0,2024.0,2024-11,Wednesday
75962,8890.0,2022-09-25,2022-10-02,2022-10-12,Online,Debit Card,21.67,0.0,Completed,Jaredside,IL,US,0,2022.0,2022-09,Sunday
75963,2215.0,2022-08-08,2022-08-13,2022-08-22,Mobile App,Gift Card,22.98,56.78,Completed,North Crystalport,NJ,US,0,2022.0,2022-08,Monday
75964,9078.0,2023-03-30,2023-04-06,2023-04-10,Mobile App,PayPal,17.44,0.0,Completed,North Daisy,AZ,US,0,2023.0,2023-03,Thursday
75965,4088.0,2023-08-17,2023-08-21,2023-08-27,Social Commerce,Debit Card,18.54,0.0,Shipped,Victoriafort,NJ,US,0,2023.0,2023-08,Thursday
75966,1063.0,2023-02-15,2023-02-21,2023-02-27,Social Commerce,Apple Pay,4.82,32.35,Completed,West Robert,VA,US,0,2023.0,2023-02,Wednesday
75967,6734.0,2022-12-11,2022-12-18,2022-12-27,Online,Cash,4.54,0.0,Completed,East Erinbury,CA,US,0,2022.0,2022-12,Sunday
75968,1801.0,2023-07-06,,,In-Store,Gift Card,22.74,55.81,Processing,Charlesside,WI,US,0,2023.0,2023-07,Thursday
75969,3348.0,2024-03-14,2024-03-16,2024-03-20,Online,BNPL,24.92,0.0,Completed,South Laura,GA,US,0,2024.0,2024-03,Thursday
75970,6223.0,2022-03-27,2022-03-29,2022-04-07,Wholesale,Cash,7.83,0.0,Cancelled,Davilaton,AZ,US,0,2022.0,2022-03,Sunday
75971,5570.0,2024-11-05,2024-11-09,2024-11-15,Wholesale,Credit Card,23.46,21.19,Completed,Gillfort,VA,US,0,2024.0,2024-11,Tuesday
75972,6711.0,2024-07-21,2024-07-24,,Wholesale,BNPL,24.56,0.0,Processing,West Laurenhaven,TN,US,0,2024.0,2024-07,Sunday
75973,6405.0,2022-07-09,2022-07-11,2022-07-18,Mobile App,Debit Card,0.46,0.0,Cancelled,West April,MA,US,0,2022.0,2022-07,Saturday
75974,4613.0,2022-11-20,,,Mobile App,BNPL,5.13,59.12,Completed,Milesmouth,VA,US,0,2022.0,2022-11,Sunday
75975,1917.0,2022-05-14,2022-05-17,2022-05-24,Social Commerce,BNPL,11.75,0.0,Completed,South Bernard,TN,US,0,2022.0,2022-05,Saturday
75976,3977.0,2022-01-27,2022-01-29,2022-02-03,Mobile App,Credit Card,16.04,104.09,Completed,Weaverton,GA,US,0,2022.0,2022-01,Thursday
75977,8877.0,2023-04-18,2023-04-24,,Online,BNPL,22.45,0.0,Completed,New Brentborough,WI,US,0,2023.0,2023-04,Tuesday
75978,6599.0,2022-12-23,,,Social Commerce,Gift Card,21.63,0.0,Shipped,Jameston,IL,US,0,2022.0,2022-12,Friday
75979,7285.0,2023-08-13,2023-08-15,2023-08-23,In-Store,Debit Card,10.59,0.0,Completed,Port Cynthiaton,GA,US,0,2023.0,2023-08,Sunday
75980,5599.0,2022-08-30,2022-08-31,2022-09-04,In-Store,PayPal,10.82,29.97,Completed,Patriciafurt,WI,US,0,2022.0,2022-08,Tuesday
75981,2638.0,2022-12-09,2022-12-15,2022-12-24,In-Store,Gift Card,14.62,41.45,Completed,Lake Brianchester,IL,US,0,2022.0,2022-12,Friday
75982,6353.0,2024-11-11,,,Online,Apple Pay,14.44,4.75,Shipped,Reyesstad,VA,US,0,2024.0,2024-11,Monday
75983,8196.0,2024-02-08,2024-02-10,2024-02-20,In-Store,Credit Card,20.98,0.0,Cancelled,Edwardfurt,TX,US,0,2024.0,2024-02,Thursday
75984,8997.0,2022-10-23,2022-10-29,2022-11-03,Wholesale,Debit Card,15.64,105.96,Completed,Port Jessica,NJ,US,0,2022.0,2022-10,Sunday
75985,9122.0,2024-10-05,,,In-Store,Credit Card,1.67,0.0,Completed,Sanchezchester,MA,US,0,2024.0,2024-10,Saturday
75986,111.0,2024-07-16,2024-07-22,2024-08-01,Social Commerce,Gift Card,8.78,0.0,Completed,Barbaramouth,NY,US,0,2024.0,2024-07,Tuesday
75987,7474.0,2022-12-19,,,In-Store,Gift Card,24.85,40.79,Completed,Port Andrew,FL,US,0,2022.0,2022-12,Monday
75988,9152.0,2023-04-03,2023-04-05,2023-04-10,Social Commerce,Debit Card,23.03,64.87,Completed,Smithshire,VA,US,0,2023.0,2023-04,Monday
